number_plate,image_link,detected_number_plate,rider_violation,pillion_violation,mobile_usage,triple_riding,message,Result,Manual Observation,Capture Status,Capture Observation
KA55Y6747,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Y6747_1763688154983.jpg,KASSY6747,rider_not_wearing_helmet (0.50),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09L3311,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09L3311_1763688442874.jpg,KA093311,rider_not_wearing_helmet (0.50),pillion_not_wearing_helmet (0.21),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HH9258,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HH9258_1763688624306.jpg,KA09HH9258,rider_not_wearing_helmet (0.50),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09JF3994,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JF3994_1763679623400.jpg,KA09JV3994,rider_not_wearing_helmet (0.38),,,,Violation detected,Wrong,wrong,None,
KA55S1526,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55S1526_1763666972229.jpg,,rider_not_wearing_helmet (0.74),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09EV4497,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EV4497_1763693615269.jpg,KA09EV7297,rider_not_wearing_helmet (0.68),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA05HK6478,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA05HK6478_1763687431857.jpg,KAOSHK6478,rider_not_wearing_helmet (0.54),pillion_not_wearing_helmet (0.61),,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA11EM1909,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EM1909_1763688624222.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion_not_wearing_helmet,Ignored,
KA09HW4290,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HW4290_1763687350426.jpg,KA09HW1290,rider_not_wearing_helmet (0.78),pillion_not_wearing_helmet (0.73),,,Violation detected,Correct Detection,both rider and pillion not wearing the helmet,None,
KA55R2797,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55R2797_1763688624225.jpg,KA55R2797,rider_not_wearing_helmet (0.71),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09HN0612,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HN0612_1763686883589.jpg,KA09HN0612,,pillion_not_wearing_helmet (0.52); pillion_not_wearing_helmet (0.50),,,Violation detected,Correct Detection,pillion_not_wearing_helmet,None,
KA11EB4051,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EB4051_1763688841083.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,both rider and pillion not wearing the helmet,Ignored,
KA55L5111,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55L5111_1763688442874.jpg,KA55L5111,,,,triple_riding (0.67),Violation detected,Correct Detection,triple_riding,None,
KA09JB9901,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JB9901_1763688624243.jpg,KAO09JRO9901,rider_not_wearing_helmet (0.51),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA10ED3116,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA10ED3116_1763687350442.jpg,KA10E03116,rider_not_wearing_helmet (0.27),,,,Violation detected,Correct Detection,rider_not_wearing_helmet,None,
KA09JB0092,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JB0092_1763687350306.jpg,KA09JR0092,rider_not_wearing_helmet (0.55),,,,Violation detected,Incomplete,number_plate_is_not_correct,None,
KA09HN1808,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HN1808_1763688841250.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,Pillion not wearing helmet,Ignored,
KA55Q5327,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Q5327_1763687108055.jpg,KA55Q5327,,pillion_not_wearing_helmet (0.64),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA54R0077,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA54R0077_1763688770939.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Correct Detection,Correct,
KA09EG4499,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EG4499_1763687178624.jpg,KA09EW4499,rider_not_wearing_helmet (0.22),,,,Violation detected,Incomplete,Pillion not wearing helmet,None,
KA55Q5327,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Q5327_1763687108055.jpg,KA55Q5327,,pillion_not_wearing_helmet (0.64),,,Violation detected,Incomplete,Rider not wearing helmet,None,
KA54R0077,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA54R0077_1763688770939.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,Correct Detection,Correct,
KA09EG4499,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EG4499_1763687178624.jpg,KA09EW4499,rider_not_wearing_helmet (0.22),,,,Violation detected,Incomplete,Pillion not wearing helmet,None,
KA28W1564,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA28W1564_1763687892203.jpg,4501544,rider_not_wearing_helmet (0.46),,,,Violation detected,Incomplete,Number plate detected incorrectly,None,
KA55X4132,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55X4132_1763687892218.jpg,,rider_not_wearing_helmet (0.23),,,,Violation detected,Incomplete,Number plate not detected,None,
KA09JE3895,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JE3895_1763679623393.jpg,,rider_not_wearing_helmet (0.33),,,,Violation detected,Incomplete,Numner plate not detected,None,
KA55U7138,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55U7138_1763687108054.jpg,KA55U7138,rider_not_wearing_helmet (0.70),,,,Violation detected,Correct Detection,Correct Detection,None,
KA09EG4726,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EG4726_1763688314396.jpg,KA05EG4726,rider_not_wearing_helmet (0.72),,,,Violation detected,Incomplete,Wrong number plate detected,None,
KA55EC4059,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55EC4059_1763687892274.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,number plate not detected and rider not wearing helmet,Ignored,rider wearing cap
KA09HK4346,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HK4346_1763687701262.jpg,KA09HK4346,rider_not_wearing_helmet (0.73),,,,Violation detected,Correct Detection,the rider not wearing helmet,None,
KA09EQ6606,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EQ6606_1763685827343.jpg,,rider_not_wearing_helmet (0.51),,,,Violation detected,Incomplete,number plate and pillion not wearing helmet detected,None,
KA09HT2596,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HT2596_1763688227407.jpg,KA09HT2596,rider_not_wearing_helmet (0.39),pillion_not_wearing_helmet (0.50),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA55L6898,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55L6898_1763686117272.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,rider wearing helmet,Correct,rider wearing helmet
KA09HQ6169,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HQ6169_1763687892216.jpg,KA09H706169,rider_not_wearing_helmet (0.65),,,,Violation detected,Incomplete,wrong number plate detected,None,
KA11EC1211,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EC1211_1763687607596.jpg,KA11EC1221,rider_not_wearing_helmet (0.32),pillion_not_wearing_helmet (0.40),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA19K4918,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA19K4918_1763688442894.jpg,KAU9E3K4918,rider_not_wearing_helmet (0.58),,,,Violation detected,Incomplete,wrong number plate detected,None,
KA55U1635,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55U1635_1763687701262.jpg,KA55U1635,,pillion_not_wearing_helmet (0.45),,,Violation detected,Correct Detection,pillion not wearing helmet,None,
KA55E9985,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55E9985_1763688523884.jpg,KA55ED9845,rider_not_wearing_helmet (0.52),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA13EM0305,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA13EM0305_1763687431790.jpg,KA135M0305,,pillion_not_wearing_helmet (0.39),,,Violation detected,Incomplete,wrong number plate detected,None,
KA04E7540,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA04E7540_1763688442894.jpg,KAO5640,,pillion_not_wearing_helmet (0.40),,,Violation detected,Incomplete,wrong number plate detected and rider not wearing helmet,None,
KA53HD2980,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA53HD2980_1763666972309.jpg,KA53HD2980,rider_not_wearing_helmet (0.59),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA55U4325,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55U4325_1763686230533.jpg,121ALM58AM,rider_not_wearing_helmet (0.67),,,,Violation detected,Incomplete,wrong number plate detected,None,
KA09EM5023,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EM5023_1763686117272.jpg,KA09EW5023,rider_not_wearing_helmet (0.69),,,,Violation detected,Correct Detection,the rider not wearing helmet,None,
KA09HS2002,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HS2002_1763687892164.jpg,KA09HS2002,rider_not_wearing_helmet (0.79),pillion_not_wearing_helmet (0.44),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA11L4524,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11L4524_1763688097891.jpg,KA11L48524,,pillion_not_wearing_helmet (0.36),,,Violation detected,Incomplete,wrong number plate detected,None,
KA09ER6263,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09ER6263_1763688624514.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,both are wearing helmet,Correct,both rider and pillion wearing helmet
KA09JD2923,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JD2923_1763686754603.jpg,LD2923,rider_not_wearing_helmet (0.31),,,,Violation detected,Incomplete,wrong number plate detected and pillion not wearing helmet,None,
KA11EU2364,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA11EU2364_1763666972228.jpg,KA11EU2364,,pillion_not_wearing_helmet (0.60),,,Violation detected,Correct Detection,triple riding not detected and rider  not wearing helmet,None,
KA09HB0800,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HB0800_1763687892161.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,rider wearing helmet,Correct,rider wearing helmet
KA09Y5761,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09Y5761_1763687431790.jpg,KA09Y5761,rider_not_wearing_helmet (0.51),pillion_not_wearing_helmet (0.34),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA09JJ9223,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JJ9223_1763688314454.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,rider wearing helmet,Correct,rider wearing helmet
KA09EG7025,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EG7025_1763688624263.jpg,KA09EG7025,rider_not_wearing_helmet (0.77),,mobile_usage (0.33),,Violation detected,Correct Detection,wrongly detected mobile usage,None,
KA09HA6371,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HA6371_1763688314396.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,both rider and pillion wearing helmet,Correct,both are wearing helmet
KA01EM1214,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA01EM1214_1763686754480.jpg,CHAMP,rider_not_wearing_helmet (0.45),,,,Violation detected,Incomplete,wrong number plate detected and pillion not wearing helmet,None,
KA09EE5486,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EE5486_1763687701300.jpg,KA09EE54,rider_not_wearing_helmet (0.65),,,,Violation detected,Incomplete,wrong number plate detected,None,
KA09HG8231,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HG8231_1763689737206.jpg,KA09HG8231,rider_not_wearing_helmet (0.61),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA10W4735,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA10W4735_1763687108166.jpg,KA10W1735,rider_not_wearing_helmet (0.43),,,,Violation detected,Correct Detection,pillion not wearing helmet,None,
KA55Y7253,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Y7253_1763687892197.jpg,KA55Y7253,rider_not_wearing_helmet (0.28),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09EE6575,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EE6575_1763688442876.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,pillion not wearing helmet and number plate not detected,Ignored,becuause pillion wearing cap 
KA55L3420,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55L3420_1763686883647.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider not wearing helmet,Ignored,becuase the head is black
KA10H2224,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA10H2224_1763688442856.jpg,KA10H2224,rider_not_wearing_helmet (0.37),,,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09JE2586,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JE2586_1763687350468.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,rider not wearing helmet and number plate not detected ,Ignored,becuase the rider wearing turban 
KA09EG6199,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EG6199_1763688624333.jpg,KA09EG6199,rider_not_wearing_helmet (0.26),pillion_not_wearing_helmet (0.49),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA09HZ7858,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HZ7858_1763666972222.jpg,A09HZ7858,,pillion_not_wearing_helmet (0.42),,,Violation detected,Incomplete,wrong number plate detected and rider not wearing helmet,None,
KA09JN0122,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09JN0122_1763687892223.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,both rider and pillion not wearing helmet,Ignored,both rider and pillion wearing mask
KA09EZ4057,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EZ4057_1763691556389.jpg,KA09EZ4057,,pillion_not_wearing_helmet (0.47),,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09ET4730,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09ET4730_1763689350348.jpg,KA0914730,rider_not_wearing_helmet (0.60),,,,Violation detected,Incomplete,wrong number plate,None,
KA03EK1249,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA03EK1249_1763687701244.jpg,KA03EK1249,rider_not_wearing_helmet (0.62),pillion_not_wearing_helmet (0.59),,,Violation detected,Correct Detection,both are not wearing helmet,None,
KA55S8636,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55S8636_1763687892236.jpg,KA55S8636,rider_not_wearing_helmet (0.72),pillion_not_wearing_helmet (0.62),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA02JH8000,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA02JH8000_1763686271987.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,number plate not detected and rider not wearing helmet,Ignored,rider wearing cap
KA03EK1249,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA03EK1249_1763687701244.jpg,KA03EK1249,rider_not_wearing_helmet (0.62),pillion_not_wearing_helmet (0.59),,,Violation detected,Correct Detection,both rider and pillion not wearing helmet,None,
KA55S3809,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55S3809_1763687892236.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,number plate not detected and rider and pillion not wearing helmet,Ignored,both are not wearing helmet
KA55Q5327,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55Q5327_1763687108055.jpg,KA55Q5327,,pillion_not_wearing_helmet (0.64),,,Violation detected,Correct Detection,rider not wearing helmet,None,
KA09ES0219,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09ES0219_1763687701300.jpg,KJ05ES3219,,pillion_not_wearing_helmet (0.41),,,Violation detected,Incomplete,wrong number plate detected,None,
KA09ES0219,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09ES0219_1763687701300.jpg,,,pillion_not_wearing_helmet (0.16),,,Violation detected,Incomplete,number plate not detected,None,
KA09EU4640,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09EU4640_1763688097762.jpg,KA09EU6340,,pillion_not_wearing_helmet (0.32),,,Violation detected,Correct Detection,pillion not wearing helmet,None,
KA09HL7079,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09HL7079_1763686117394.jpg,,,,,,No violations detected - all riders wearing helmets properly,Correct Detection,rider is wearing the helmet,Correct,rider wearing the helmet
KA55E5800,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA55E5800_1763688841242.jpg,KA55EC5800,rider_not_wearing_helmet (0.74),,,,Violation detected,Correct Detection,rider is not wearing helmet,None,
KA09ET9676,http://203.201.61.110:7274/violation_images/2025/Nov/21/KA09ET9676_1763686494301.jpg,,,,,,No violations detected - all riders wearing helmets properly,Incomplete,number plate not detected and rider not wearing helmet,Ignored,head part of the image is dark
